36995.00,1,736,2005,-1383.8535,38378.8535
34995.00,3,34389,2003,4497.48796,30497.512
31995.00,1,4443,2005,-5924.1014,37919.1014
25995.00,4,39856,2002,-1970.6768,27965.6768
21995.00,5,58551,2001,-1798.2698,23793.2698
25995.00,4,26312,2002,-3650.4398,29645.4398
24995.00,4,24463,2002,-4879.7577,29874.7577
26995.00,4,57588,2002,1228.49312,25766.5069
28995.00,4,38595,2002,872.9306,28122.0694
27995.00,3,45786,2003,-1089.0257,29084.0257
31995.00,3,21997,2003,-39.400928,32034.4009
41995.00,2,19149,2004,7753.57922,34241.4208
35995.00,3,6100,2003,1989.01073,34005.9893
28995.00,4,36961,2002,670.277562,28324.7224
28995.00,4,40165,2002,1067.64619,27927.3538
35495.00,2,24563,2004,1925.03794,33569.9621
41575.00,4,41575,2002,13822.5181,27752.4819
30995.00,3,27360,2003,-374.26736,31369.2674
31995.00,4,20355,2002,1610.75715,30384.2428
28995.00,4,38107,2002,812.407539,28182.5925
27995.00,4,51923,2002,1525.90471,26469.0953
27900.00,4,36322,2002,-503.97292,28403.9729
28900.00,4,29999,2002,-288.16825,29188.1682
29900.00,3,38610,2003,-74.012358,29974.0124
31900.00,3,44986,2003,2716.75617,29183.2438
31900.00,2,21360,2004,-2067.2067,33967.2067
32900.00,1,5529,2005,-4884.4128,37784.4128
28900.00,3,28040,2003,-2384.9319,31284.9319
29900.00,4,19826,2002,-549.85084,30449.8508
29900.00,4,16383,2002,-976.86088,30876.8609
28900.00,4,22809,2002,-1179.8912,30079.8912
25900.00,4,28664,2002,-3453.7385,29353.7385
28900.00,3,48200,2003,115.36502,28784.635
28900.00,4,36365,2002,501.360053,28398.6399
26900.00,3,43680,2003,-2445.2174,29345.2174
28900.00,4,33339,2002,126.067462,28773.9325
28900.00,4,19246,2002,-1621.784,30521.784
28990.00,4,35283,2002,457.167527,28532.8325
31900.00,2,16724,2004,-2642.1757,34542.1757
30900.00,3,33731,2003,320.881049,30579.119
36900.00,3,13812,2003,3850.47354,33049.5265
31900.00,4,26378,2002,2262.74568,29637.2543
32900.00,4,44638,2002,5527.39958,27372.6004
31900.00,4,35463,2002,3389.49161,28510.5084
27995.00,3,33738,2003,-2583.2508,30578.2508
29995.00,4,18587,2002,-608.51492,30603.5149
27995.00,4,38960,2002,-81.801126,28076.8011
29995.00,4,36186,2002,1574.16,28420.84
34995.00,2,14029,2004,118.583162,34876.4168
32995.00,4,34973,2002,4423.7205,28571.2795
29995.00,4,32846,2002,1159.92429,28835.0757
33995.00,2,32855,2004,1453.43389,32541.5661
31895.00,2,24046,2004,-1739.0818,33634.0818
27995.00,4,47005,2002,915.961231,27079.0388
29995.00,3,25229,2003,-1638.5597,31633.5597
39995.00,2,29690,2004,7060.90215,32934.0978
39995.00,2,25026,2004,6482.46043,33512.5396
27900.00,4,43430,2002,377.580196,27522.4198
19595.00,5,71994,2001,-2531.033,22126.033
23995.00,5,57816,2001,110.573584,23884.4264
28995.00,3,16962,2003,-3663.8551,32658.8551
24995.00,3,53883,2003,-3084.8142,28079.8142
28995.00,4,35636,2002,505.947528,28489.0525
25900.00,4,42893,2002,-1689.02,27589.02
28995.00,3,38272,2003,-1020.932,30015.932
27995.00,4,30234,2002,-1164.0229,29159.0229
42995.00,2,14958,2004,8233.80022,34761.1998
33995.00,4,43198,2002,6443.80694,27551.1931
32900.00,3,32354,2003,2150.10184,30749.8982
28900.00,3,39555,2003,-956.81094,29856.8109
32400.00,2,9587,2004,-3027.3255,35427.3255
38600.00,2,15202,2004,3869.06175,34730.9382
32600.00,4,38420,2002,4456.22663,28143.7734
31900.00,4,40848,2002,4057.35367,27842.6463
27900.00,3,24369,2003,-3840.2192,31740.2192
25900.00,4,29360,2002,-3367.4187,29267.4187
24900.00,4,25222,2002,-4880.6245,29780.6245
27900.00,3,33084,2003,-2759.3616,30659.3616
26400.00,4,28422,2002,-2983.752,29383.752
25900.00,4,35587,2002,-2595.1296,28495.1296
25200.00,4,38258,2002,-2963.865,28163.865
26100.00,4,36659,2002,-2262.1773,28362.1773
24900.00,4,36188,2002,-3520.592,28420.592
28900.00,3,29162,2003,-2245.7785,31145.7785
28900.00,3,35331,2003,-1480.6827,30380.6827
28900.00,3,29927,2003,-2150.9012,31050.9012
27400.00,4,40754,2002,-454.30446,27854.3045
29900.00,3,44815,2003,695.548292,29204.4517
25900.00,5,36765,2001,-595.22758,26495.2276
41900.00,2,17127,2004,7407.80538,34492.1946
32900.00,4,43479,2002,5383.65731,27516.3427
29900.00,4,33514,2002,1147.77143,28752.2286
33600.00,4,23701,2002,3630.737,29969.263
29400.00,4,46792,2002,2294.5444,27105.4556
32900.00,4,25505,2002,3154.47389,29745.5261
33600.00,2,23976,2004,-42.763368,33642.7634
35900.00,2,23305,2004,2174.01742,33725.9826
24995.00,4,32183,2002,-3922.3027,28917.3027
26995.00,2,28851,2004,-6043.1529,33038.1529
43995.00,1,3821,2005,5998.75648,37996.2435
31495.00,0,4704,2006,-8245.5348,39740.5348
26995.00,3,36057,2003,-3295.6422,30290.6422
28995.00,3,33738,2003,-1583.2508,30578.2508
24495.00,4,45137,2002,-2815.7131,27310.7131
26495.00,3,35198,2003,-3902.1777,30397.1777
31795.00,3,17033,2003,-855.04945,32650.0494
31995.00,3,20298,2003,-250.11544,32245.1154
28495.00,4,35129,2002,-56.931964,28551.932
24995.00,5,33111,2001,-1953.4064,26948.4064
37695.00,2,13304,2004,2728.66673,34966.3333
42795.00,2,11577,2004,7614.47958,35180.5204
41495.00,0,6648,2006,1995.56526,39499.4347
34995.00,2,19676,2004,818.939164,34176.0608
39495.00,0,5289,2006,-172.98155,39667.9815
31995.00,3,14729,2003,-940.79767,32935.7977
33900.00,3,32132,2003,3122.5688,30777.4312
28900.00,3,30459,2003,-2084.9211,30984.9211
20900.00,5,43440,2001,-4767.3763,25667.3763
24900.00,4,45594,2002,-2354.0348,27254.0348
26900.00,3,40673,2003,-2818.1536,29718.1536
24900.00,4,53547,2002,-1367.6825,26267.6825
26900.00,4,34694,2002,-1705.8818,28605.8818
27900.00,3,31211,2003,-2991.6561,30891.6561
27900.00,3,44900,2003,-1293.9098,29193.9098
26900.00,4,45542,2002,-360.48393,27260.4839
26900.00,3,44389,2003,-2357.2854,29257.2854
32900.00,2,20594,2004,-1162.208,34062.208
30900.00,4,46116,2002,3710.70508,27189.2949
29989.00,3,32972,2003,-684.25216,30673.2522
29989.00,3,31872,2003,-820.67709,30809.6771
28989.00,4,34271,2002,330.656588,28658.3434
28989.00,4,36579,2002,616.900903,28372.0991
42989.00,2,7310,2004,7279.27486,35709.7251
35989.00,3,25175,2003,4348.74311,31640.2569
28989.00,3,31448,2003,-1873.2627,30862.2627
29989.00,3,38459,2003,-3.7397808,29992.7398
28989.00,3,32048,2003,-1798.8491,30787.8491
28989.00,3,32850,2003,-1699.3829,30688.3829
31989.00,2,16261,2004,-2610.5982,34599.5982
30898.00,4,39633,2002,2904.66613,27993.3339
31989.00,3,28524,2003,764.095021,31224.905
29989.00,3,27232,2003,-1396.1423,31385.1423
29989.00,4,41287,2002,2200.79962,27788.2004
33989.00,2,17448,2004,-463.38334,34452.3833
34989.00,2,17630,2004,559.188787,34429.8112
40989.00,2,31011,2004,8218.7361,32770.2639
24989.00,5,63906,2001,1859.87163,23129.1284
35989.00,4,19363,2002,5481.72667,30507.2733
39989.00,0,2824,2006,15.3025796,39973.6974
24989.00,5,42659,2001,-775.23798,25764.238
24989.00,3,46318,2003,-4029.0456,29018.0456
35989.00,2,15683,2004,1317.71665,34671.2833
35989.00,1,21898,2005,234.714231,35754.2858
31989.00,3,42940,2003,2552.00579,29436.9942
35989.00,3,44946,2003,6800.79526,29188.2047
33989.00,4,30238,2002,4830.47317,29158.5268
31989.00,4,44050,2002,4543.47425,27445.5258
26995.00,4,31564,2002,-1999.0728,28994.0728
31875.00,3,18615,2003,-578.84559,32453.8456
35985.00,1,14254,2005,-717.31504,36702.315
41985.00,1,9984,2005,4753.10817,37231.8918
32985.00,4,24391,2002,3101.31264,29883.6874
26985.00,4,43001,2002,-590.62553,27575.6255
22985.00,5,40325,2001,-3068.7069,26053.7069
25875.00,4,46466,2002,-1270.887,27145.887
24875.00,4,35419,2002,-3640.9654,28515.9654
25875.00,4,23237,2002,-4151.8095,30026.8095
26985.00,4,31571,2002,-2008.2046,28993.2046
28985.00,2,18307,2004,-5360.8479,34345.8479
31985.00,2,16622,2004,-2569.8261,34554.8261
29985.00,2,17466,2004,-4465.1509,34450.1509
33985.00,2,12419,2004,-1091.0933,35076.0933
29985.00,4,33397,2002,1218.26078,28766.7392
29985.00,4,34266,2002,1326.03647,28658.9635
28985.00,3,46760,2003,21.7723793,28963.2276
27895.00,4,40032,2002,-48.848827,27943.8488
26975.00,4,44398,2002,-427.36586,27402.3659
25985.00,4,52475,2002,-415.63478,26400.6348
29875.00,3,26462,2003,-1605.6397,31480.6397
29995.00,4,47631,2002,2993.59942,27001.4006
29995.00,4,32725,2002,1144.91754,28850.0825
32985.00,3,26619,2003,1523.83184,31461.1682
29995.00,4,36483,2002,1610.99473,28384.0053
27995.00,4,41262,2002,203.699054,27791.3009
32985.00,4,28515,2002,3612.78212,29372.2179
29995.00,4,33592,2002,1252.4452,28742.5548
22985.00,5,57897,2001,-889.38058,23874.3806
25790.00,4,32093,2002,-3138.4648,28928.4648
25490.00,4,14639,2002,-5603.1564,31093.1564
24990.00,3,39067,2003,-4927.334,29917.334
24490.00,4,45640,2002,-2758.3297,27248.3297
28990.00,2,13291,2004,-5977.9456,34967.9456
33990.00,4,29832,2002,4781.11997,29208.88
28490.00,4,36066,2002,54.2772752,28435.7227
28890.00,4,38202,2002,719.189692,28170.8103
28990.00,4,39502,2002,980.41916,28009.5808
27500.00,4,27593,2002,-1986.5668,29486.5668
25995.00,3,33200,2003,-4649.975,30644.975
22995.00,5,51380,2001,-1687.6363,24682.6363
27500.00,3,39900,2003,-2314.0231,29814.0231
32995.00,1,12351,2005,-3943.3302,36938.3302
29995.00,3,35400,2003,-377.12512,30372.1251
36995.00,2,7559,2004,1316.15651,35678.8435
28500.00,4,36000,2002,56.0917792,28443.9082
31995.00,3,28500,2003,767.118477,31227.8815
33995.00,3,29340,2003,2871.29752,31123.7025
26990.00,4,43028,2002,-582.27692,27572.2769
25990.00,4,40002,2002,-1957.5695,27947.5695
31990.00,3,21365,2003,-122.78325,32112.7833
29990.00,5,34168,2001,3172.68555,26817.3144
24990.00,5,43571,2001,-661.12931,25651.1293
22425.00,4,56208,2002,-3512.6582,25937.6582
